triplet,outgroup,C1,C2,mixprop1,mixprop2,lambda2Dist,lambda1Dist,BIC2Dist,BIC1Dist,count
20045_Amaapr1_11667,11667,0.0,1.5676297337931753,0.21007120033730764,0.7899287996626924,0.005892332737048404,0.010540605628217821,-4434.361158897018,-4299.24769638873,606
20045_30000_30021,20045,0.0,27.281086133706246,0.9845847777696505,0.015415222230349452,0.0030439293946365486,0.004118710475,-2466.6890044283205,-2366.313653326958,264
20045_30000_30021,30000,0.0,10.070460819302104,0.9606287188166626,0.03937128118333731,0.002338502718253169,0.0032151288135678392,-1918.0517990415526,-1881.1820617305918,199
20045_30000_30021,30021,0.0,24.464006306094763,0.9726173060006819,0.027382693999318076,0.003389890394989778,0.005289617663598326,-2152.4054813770144,-2022.2039871233437,239
20045_30000_11667,20045,0.0,9.030599712382505,0.915816074586965,0.08418392541303502,0.004504927833775835,0.007466164103278688,-480.99330831810306,-471.36874421126277,61
20045_30000_11667,30000,0.0,15.165189966482435,0.9629464533706961,0.037053546629303984,0.011572864908906135,0.017884237225,-355.0468226346584,-334.6442305866869,56
20045_30000_11667,11667,0.0,1.2373059706323826,0.2727735189608068,0.7272264810391932,0.004971761347644628,0.00782918151794872,-4583.7712164832765,-4498.008236167057,585
20045_30021_11667,20045,0.0,10.270847179363047,0.9279751180124128,0.0720248819875873,0.0039609390821958405,0.006538673301612902,-509.9047110121191,-495.5954687683216,62
20045_30021_11667,30021,0.0,12.024861601793479,0.9384571416010458,0.061542858398954084,0.012636835668639719,0.020763398558461543,-390.28856020265414,-369.51887124374434,65
20045_30021_11667,11667,0.0,1.6257500896152828,0.30438858923411743,0.6956114107658825,0.004302918415742119,0.007497851606271777,-4540.400806289567,-4462.970657867906,574
Amaapr1_30000_30021,Amaapr1,0.0,9.020465146278717,0.9361109238747269,0.0638890761252732,0.00499096213664467,0.0075595785611307425,-2254.084541299344,-2193.230500406687,283
Amaapr1_30000_30021,30000,0.0,27.74803850634647,0.9846952238326722,0.015304776167328003,0.0030374802882273183,0.004100349193367347,-1829.2934286221378,-1757.4216761363211,196
Amaapr1_30000_30021,30021,0.0,22.25991418998196,0.9860139757919819,0.013986024208018128,0.0031419617974752256,0.004047598205357142,-2078.013597314618,-2014.9033150011016,224
Amaapr1_30000_11667,Amaapr1,0.0,8.142821215928564,0.9036502668507883,0.09634973314921168,0.010918314137376236,0.01843793763409091,-537.9178433223894,-522.3513671831636,88
Amaapr1_30000_11667,30000,0.0,5.7419434498407185,0.9272654923623567,0.07273450763764319,0.004910635265971171,0.0069593253777777775,-491.8522467798948,-495.78363023815757,63
Amaapr1_30000_11667,11667,0.0,1.1742380607963396,0.2422633111878019,0.7577366888121981,0.0050164103827508655,0.00785796358423913,-4333.836545362794,-4239.921934414739,552
Amaapr1_30021_11667,Amaapr1,0.0,5.06433507874412,0.8519231945193751,0.1480768054806249,0.009962387799290633,0.017007525998863637,-534.2219930216154,-536.5641447508484,88
Amaapr1_30021_11667,30021,0.0,10.719590512101435,0.92746993664513,0.07253006335486993,0.005920319430892032,0.009870877252777778,-535.4424020240388,-516.7393169023051,72
Amaapr1_30021_11667,11667,0.0,1.1303795527823437,0.3294303463008809,0.670569653699119,0.005562883709743462,0.008299941078821364,-4166.2748644406065,-4111.279344052241,543
30000_30021_11667,30000,0.0,6.072130547549146,0.8988818784077528,0.10111812159224723,0.00437683277589066,0.006914050553448275,-456.94726533508356,-456.94671357740066,58
30000_30021_11667,30021,0.0,10.571674503047985,0.929078308848587,0.07092169115141282,0.008005773349869835,0.013319280323333333,-410.35449527821504,-394.13077285089815,60
30000_30021_11667,11667,0.0,1.2723027455446643,0.2825047846832437,0.7174952153167562,0.00512646854126515,0.008128275583732877,-4526.4547843296405,-4446.52087144364,584
